timestamp,vendor,endpoint,recent_vendor_latency_ms,recent_vendor_error_rate,queue_depth,retry_count,request_size_bytes,hour_of_day,request_failed
2026-03-03T04:27:00Z,ClearVerify,identity_document_upload,45,0.1386,2,0,4871,4,0
2026-03-03T04:30:00Z,Northstar Payments,transfer_submit,445,0.0700,39,0,662,4,0
2026-03-03T04:33:00Z,Northstar Payments,transfer_status,45,0.0317,59,0,4384,4,0
2026-03-03T04:36:00Z,HarborLink Core Gateway,account_summary,322,0.0274,0,0,1169,4,0
2026-03-03T04:39:00Z,HarborLink Core Gateway,transaction_history,175,0.0468,7,2,2077,4,1
2026-03-03T04:42:00Z,BlueCurrent Documents,statement_fetch,586,0.1220,34,0,592,4,1
2026-03-03T04:45:00Z,BlueCurrent Documents,notice_fetch,72,0.0355,43,0,3131,4,0
2026-03-03T04:48:00Z,ClearVerify,identity_verify,178,0.0896,44,3,2712,4,0
2026-03-03T04:51:00Z,ClearVerify,identity_document_upload,468,0.1068,8,0,1664,4,1
2026-03-03T04:54:00Z,Northstar Payments,transfer_submit,53,0.0482,0,0,1114,4,0
2026-03-03T04:57:00Z,Northstar Payments,transfer_status,45,0.2800,34,0,1365,4,0
2026-03-03T05:00:00Z,HarborLink Core Gateway,account_summary,384,0.0575,28,0,1215,5,0
2026-03-03T05:03:00Z,HarborLink Core Gateway,transaction_history,196,0.2792,87,0,1781,5,0
2026-03-03T05:06:00Z,BlueCurrent Documents,statement_fetch,65,0.0784,0,1,3101,5,0
2026-03-03T05:09:00Z,BlueCurrent Documents,notice_fetch,523,0.0122,42,0,840,5,0
2026-03-03T05:12:00Z,ClearVerify,identity_verify,309,0.0763,70,0,6411,5,0
2026-03-03T05:15:00Z,ClearVerify,identity_document_upload,116,0.1005,5,1,774,5,0
2026-03-03T05:18:00Z,Northstar Payments,transfer_submit,578,0.1061,16,1,1096,5,0
2026-03-03T05:21:00Z,Northstar Payments,transfer_status,96,0.1333,63,0,1082,5,0
2026-03-03T05:24:00Z,HarborLink Core Gateway,account_summary,590,0.1153,37,0,1438,5,1
2026-03-03T05:27:00Z,HarborLink Core Gateway,transaction_history,161,0.1229,0,0,2777,5,0
2026-03-03T05:30:00Z,BlueCurrent Documents,statement_fetch,195,0.1915,0,1,10635,5,0
2026-03-03T05:33:00Z,BlueCurrent Documents,notice_fetch,67,0.0575,0,0,4025,5,0
2026-03-03T05:36:00Z,ClearVerify,identity_verify,176,0.0038,79,0,3262,5,0
2026-03-03T05:39:00Z,ClearVerify,identity_document_upload,294,0.2027,36,0,391,5,1
2026-03-03T05:42:00Z,Northstar Payments,transfer_submit,45,0.1011,0,0,3105,5,0
2026-03-03T05:45:00Z,Northstar Payments,transfer_status,499,0.2345,0,3,481,5,0
2026-03-03T05:48:00Z,HarborLink Core Gateway,account_summary,117,0.1404,0,1,2542,5,0
2026-03-03T05:51:00Z,HarborLink Core Gateway,transaction_history,84,0.0326,0,0,925,5,0
2026-03-03T05:54:00Z,BlueCurrent Documents,statement_fetch,431,0.0231,8,0,2572,5,0
2026-03-03T05:57:00Z,BlueCurrent Documents,notice_fetch,315,0.0122,99,1,2585,5,1
